run,afl-clang-fast,afl-gcc,angora,honggfuzz,intriguer,mopt,qsym,symcc
run1,2249,218,1282,12943,890,448,815,339
run2,525,8582,323,5153,1226,1061,737,515
run3,1032,4395,327,16449,2133,2009,1064,437
run4,10646,446,4066,65076,7311,402,723,68
run5,222,3913,3524,27514,1232,828,3034,631
run6,4964,2567,5417,2493,436,608,696,1512
run7,14171,601,993,9940,15188,981,1928,502
run8,338,2070,1795,1437,277,936,404,350
run9,4899,6365,1764,84371,4059,854,323,18845
run10,3667,7610,2377,26383,12881,2835,409,196
