run,afl-clang-fast,afl-gcc,angora,honggfuzz,intriguer,mopt,qsym,symcc
run1,53,58,33,525,58,80,81,34
run2,30,42,65,122,46,114,77,72
run3,45,63,75,50,71,103,47,70
run4,56,74,41,124,47,145,40,61
run5,19,47,68,158,53,78,62,30
run6,51,55,68,53,42,116,77,94
run7,27,34,32,16,44,142,32,68
run8,40,65,55,12,56,85,39,64
run9,58,58,45,100,47,140,70,29
run10,35,89,43,18,35,131,111,26
