run,afl-clang-fast,afl-gcc,angora,honggfuzz,intriguer,mopt,qsym,symcc
run1,555,772,433,85,391,1813,202,234
run2,450,909,315,62,207,471,2131,238
run3,544,390,586,89,250,4462,686,298
run4,638,750,376,57,311,1369,239,844
run5,464,1404,350,322,782,3030,2386,323
run6,1030,425,683,103,506,973,1440,200
run7,505,1913,412,132,285,3881,982,238
run8,453,300,492,116,277,829,237,237
run9,449,378,272,48,254,740,1322,313
run10,527,3341,326,73,381,715,178,142
