run,afl-clang-fast,afl-gcc,angora,honggfuzz,intriguer,mopt,qsym,symcc
run1,683,1110,191,timeout,945,1411,554,283
run2,713,487,266,timeout,770,1870,1268,416
run3,365,1045,433,timeout,168,895,1923,150
run4,269,701,236,timeout,2138,761,1162,874
run5,667,704,178,timeout,491,485,732,656
run6,1029,889,528,timeout,2333,542,475,441
run7,267,505,275,timeout,549,1067,733,234
run8,644,541,230,timeout,551,1024,609,156
run9,653,340,887,timeout,3163,1019,498,227
run10,302,163,445,timeout,1040,713,1010,82
